,time_seconds,Accelaration in G Frontal,Accelaration in G Vertical,Accelaration in G Lateral,ID Antenna Sensor,RSSI,Phase,Frequency,Activity
91,48.75,0.9052,-0.17454,-0.17333,3,-52.5,0.75012,924.25,3
92,49.0,1.3039,-0.33531,-0.0022806,4,-66.5,6.0163,920.25,3
93,49.1,1.3039,-0.33531,-0.0022806,4,-65.5,1.3039,921.75,3
94,50.0,0.94038,-0.18603,-0.16192,4,-66.5,5.3321,923.75,3
95,50.5,0.92865,-0.19751,-0.15052,4,-65.5,1.8623,921.25,3
96,50.75,0.92865,-0.19751,-0.15052,3,-50.5,6.0638,920.75,3
97,50.825,0.92865,-0.19751,-0.15052,4,-66.0,5.4272,920.75,3
98,51.75,1.1866,-0.30086,-0.03649,4,-66.0,5.8951,923.25,3
99,52.0,1.1866,-0.30086,-0.03649,4,-68.0,4.3918,924.75,3
100,52.75,0.94038,-0.17454,-0.15052,4,-65.5,0.21783,922.75,3
101,52.85,0.94038,-0.17454,-0.15052,3,-50.5,5.6987,921.25,3
102,53.5,1.0342,-0.20899,-0.11631,3,-50.5,6.0562,920.75,3
103,53.6,1.0342,-0.20899,-0.11631,4,-67.5,4.8689,924.25,3
104,53.75,1.0342,-0.20899,-0.11631,4,-66.5,5.9933,920.25,3
105,53.825,1.0342,-0.20899,-0.11631,4,-65.5,1.2947,921.75,3
106,54.0,0.88175,-0.17454,-0.16192,4,-66.5,5.8874,923.25,3
107,54.25,0.88175,-0.17454,-0.16192,4,-68.5,4.3519,924.75,3
108,54.5,0.88175,-0.17454,-0.16192,3,-50.5,5.01,922.25,3
109,55.0,1.1983,-0.28938,-0.03649,4,-66.5,5.3337,923.75,3
110,55.25,1.1983,-0.28938,-0.03649,3,-50.0,5.7202,921.25,3
111,55.325,0.99901,-0.17454,-0.13912,3,-50.0,5.7171,921.25,3
112,55.5,0.99901,-0.17454,-0.13912,4,-65.5,1.7794,921.25,3
113,56.0,1.1045,-0.24344,-0.070699,4,-67.5,4.8428,924.25,3
114,56.25,0.9521,-0.17454,-0.15052,3,-50.0,5.3643,921.75,3
115,56.5,0.9521,-0.17454,-0.15052,4,-65.5,1.2824,921.75,3
116,57.25,1.1632,-0.27789,-0.059296,3,-51.5,4.1233,923.75,3
117,57.35,1.1632,-0.27789,-0.059296,4,-66.5,5.3444,923.75,3
118,57.5,1.1632,-0.27789,-0.059296,3,-50.5,4.7063,922.75,3
119,58.5,1.0811,-0.23196,-0.10491,4,-67.5,4.7968,924.25,3
120,58.75,0.96383,-0.17454,-0.16192,3,-50.0,5.3827,921.75,3
121,58.825,0.96383,-0.17454,-0.16192,4,-65.5,4.3964,921.75,3
122,59.25,0.88175,-0.17454,-0.17333,4,-68.5,4.3565,924.75,3
123,60.25,0.88175,-0.17454,-0.16192,3,-50.0,5.6788,921.25,3
124,60.5,1.0459,-0.20899,-0.11631,4,-69.0,3.8748,925.25,3
125,61.75,1.1983,-0.28938,-0.047893,4,-65.5,0.7992,922.25,3
126,62.25,0.94038,-0.17454,-0.15052,3,-50.5,4.7461,922.75,3
127,62.5,0.89348,-0.18603,-0.16192,3,-50.0,5.7125,921.25,3
128,62.6,0.89348,-0.18603,-0.16192,4,-65.5,1.8546,921.25,3
129,62.75,0.89348,-0.18603,-0.16192,4,-69.5,3.8856,925.25,3
130,63.0,0.8583,-0.18603,-0.16192,4,-65.5,5.4963,920.75,3
131,63.75,0.9052,-0.16306,-0.16192,3,-50.0,5.3597,921.75,3
132,63.825,0.96383,-0.16306,-0.15052,4,-66.0,5.8982,923.25,3
133,64.0,0.96383,-0.16306,-0.15052,4,-68.0,4.3381,924.75,3
134,64.25,0.96383,-0.16306,-0.15052,3,-50.5,5.0207,922.25,3
135,64.75,0.92865,-0.16306,-0.15052,3,-51.5,4.154,923.75,3
136,64.875,0.92865,-0.17454,-0.16192,3,-50.5,4.7385,922.75,3
137,65.0,0.92865,-0.17454,-0.16192,3,-50.5,4.7308,922.75,3
138,65.1,1.2101,-0.28938,-0.03649,3,-50.0,5.6849,921.25,3
139,65.25,1.2101,-0.28938,-0.03649,4,-65.0,1.8423,921.25,3
140,65.5,1.2101,-0.28938,-0.03649,3,-50.0,6.0408,920.75,3
141,65.6,0.89348,-0.17454,-0.17333,3,-50.0,6.0608,920.75,3
142,65.65,0.89348,-0.17454,-0.17333,4,-67.5,1.7441,924.25,3
143,65.75,0.89348,-0.17454,-0.17333,4,-66.0,6.0316,920.25,3
144,66.5,0.9052,-0.17454,-0.16192,4,-68.0,4.3442,924.75,3
145,66.75,0.9052,-0.17454,-0.16192,3,-50.5,5.01,922.25,3
146,67.5,0.91693,-0.18603,-0.17333,3,-50.0,5.7003,921.25,3
147,67.6,0.91693,-0.18603,-0.17333,4,-65.0,1.8392,921.25,3
148,67.75,0.91693,-0.18603,-0.17333,3,-50.5,6.0485,920.75,3
149,68.0,0.89348,-0.17454,-0.16192,4,-65.5,5.5162,920.75,3
150,68.525,0.91693,-0.17454,-0.15052,3,-50.0,0.12732,920.25,3
151,68.6,0.88175,-0.17454,-0.16192,3,-50.0,5.3567,921.75,3
152,68.65,0.88175,-0.17454,-0.16192,4,-65.0,1.3622,921.75,3
153,69.0,1.0107,-0.19751,-0.11631,4,-67.5,4.4363,924.75,3
154,69.25,1.0107,-0.19751,-0.11631,4,-65.5,0.80994,922.25,3
155,70.0,0.91693,-0.17454,-0.17333,3,-50.0,5.7141,921.25,3
156,70.1,0.91693,-0.17454,-0.17333,4,-70.0,3.8902,925.25,3
157,71.625,0.88175,-0.15158,-0.16192,3,-50.0,6.0638,920.75,3
158,71.725,0.88175,-0.15158,-0.16192,4,-67.0,1.7242,924.25,3
159,71.775,0.88175,-0.15158,-0.16192,4,-66.0,6.0454,920.25,3
160,71.825,1.128,-0.24344,-0.070699,3,-50.0,5.3674,921.75,3
161,71.85,1.128,-0.24344,-0.070699,3,-51.0,4.4424,923.25,3
162,72.25,0.9052,-0.17454,-0.16192,4,-66.0,0.23163,922.75,3
163,72.5,0.9052,-0.17454,-0.16192,3,-50.0,5.7125,921.25,3
164,72.6,0.9052,-0.17454,-0.16192,4,-65.5,1.8684,921.25,3
165,73.5,0.88175,-0.17454,-0.16192,4,-65.5,4.3995,921.75,3
166,73.75,0.88175,-0.17454,-0.16192,4,-66.5,5.892,923.25,3
167,74.0,0.88175,-0.17454,-0.16192,3,-49.0,5.9089,922.25,3
168,74.075,0.94038,0.1355,-0.32157,3,-49.5,0.26538,922.25,3
169,74.125,0.94038,0.1355,-0.32157,3,-49.5,0.42338,922.25,3
170,74.25,0.94038,0.1355,-0.32157,3,-57.0,6.251,925.75,3
171,76.0,0.7176,0.89339,0.043332,1,-59.0,5.734,923.25,1
172,76.5,0.7176,0.89339,0.043332,1,-63.0,4.605,922.25,1
173,77.25,0.7176,0.89339,0.043332,4,-57.0,0.48627,921.25,1
174,77.5,0.7176,0.89339,0.043332,4,-58.0,0.25924,925.25,1
175,77.75,0.7176,0.89339,0.043332,4,-57.5,0.10431,924.25,1
176,78.0,0.7176,0.89339,0.043332,1,-61.5,4.3228,920.25,1
177,79.0,0.42446,0.96229,-0.082102,1,-61.5,2.3378,922.25,1
178,80.0,0.23685,1.0082,-0.12771,1,-62.0,0.88204,920.75,1
179,80.75,0.23685,1.0082,-0.12771,1,-62.5,6.1911,921.75,1
180,81.0,0.23685,1.0082,-0.12771,4,-57.0,4.7262,924.75,1
181,81.5,0.23685,1.0082,-0.12771,1,-66.5,5.2447,925.75,1
182,82.25,0.29548,0.99674,-0.082102,4,-57.5,1.0385,925.25,1
183,82.75,0.29548,0.99674,-0.082102,1,-64.0,0.32674,924.25,1
184,83.25,0.29548,0.99674,-0.082102,1,-62.5,1.3744,923.25,1
185,84.5,0.33066,0.99674,-0.070699,4,-56.0,4.9425,921.25,1
186,84.75,0.33066,0.99674,-0.070699,1,-66.0,5.6389,925.25,1
187,85.25,0.33066,0.99674,-0.070699,4,-57.0,5.8997,920.25,1
188,86.5,0.55344,0.89339,0.0091224,4,-57.0,5.4533,923.75,1
189,87.0,0.55344,0.89339,0.0091224,4,-56.0,4.8811,921.25,1
190,87.75,0.37756,0.97377,-0.059296,4,-57.0,5.892,920.25,1
191,88.25,0.37756,0.97377,-0.059296,1,-63.0,1.3238,923.25,1
192,88.75,0.37756,0.97377,-0.059296,4,-58.5,0.46173,925.75,1
193,89.75,0.31893,0.97377,-0.082102,4,-57.5,0.90812,925.25,1
194,90.0,0.31893,0.97377,-0.082102,4,-57.0,1.85,924.25,1
195,90.25,0.31893,0.97377,-0.082102,1,-63.0,1.0922,920.25,1
196,90.75,0.31893,0.97377,-0.082102,1,-65.0,6.1175,924.75,1
197,92.0,0.30721,0.99674,-0.070699,4,-56.5,4.7799,921.25,1
198,92.5,0.30721,0.99674,-0.070699,4,-57.5,1.7518,924.25,1
199,93.5,0.33066,0.98526,-0.082102,1,-62.0,5.3981,922.25,1
200,94.25,0.33066,0.98526,-0.082102,1,-62.0,1.8362,922.75,1
201,94.75,0.33066,0.98526,-0.082102,4,-56.5,5.2938,920.75,1
202,95.0,0.33066,0.98526,-0.082102,4,-57.0,4.9456,924.25,1
203,95.25,0.33066,0.98526,-0.082102,4,-56.5,1.1183,921.75,1
204,96.0,0.28376,1.0082,-0.11631,1,-62.5,5.3643,922.25,1
205,96.5,0.28376,1.0082,-0.11631,4,-57.0,0.0061359,922.75,1
206,96.75,0.28376,1.0082,-0.11631,1,-62.5,0.026078,921.25,1
207,97.25,0.28376,1.0082,-0.11631,4,-57.0,4.8934,924.25,1
208,98.25,0.54171,0.90487,0.0091224,4,-57.0,4.5053,924.75,1
209,98.5,0.54171,0.90487,0.0091224,1,-62.0,2.2519,922.25,1
210,99.0,0.54171,0.90487,0.0091224,1,-62.5,0.03835,921.25,1
211,99.5,0.54171,0.90487,0.0091224,4,-56.5,5.1833,920.75,1
212,100.0,0.54171,0.90487,0.0091224,1,-63.0,4.0697,920.25,1
213,101.25,0.29548,0.99674,-0.10491,4,-56.5,5.3843,923.75,1
214,101.5,0.29548,0.99674,-0.10491,4,-56.5,4.786,921.25,1
215,102.0,0.29548,0.99674,-0.10491,1,-63.0,0.58445,920.75,1
216,102.5,0.29548,0.99674,-0.10491,4,-56.5,5.7187,920.25,1
217,103.25,0.41273,0.93932,-0.025087,1,-62.5,5.5776,922.25,1
218,104.0,0.41273,0.93932,-0.025087,1,-60.5,1.2026,922.75,4
219,106.75,0.22513,0.89339,-0.17333,1,-48.5,2.1046,920.75,4
220,107.25,0.60034,1.0082,-0.047893,1,-50.5,5.9411,920.25,4
221,111.5,0.2603,0.99674,-0.059296,2,-58.5,0.99402,925.25,4
222,116.0,0.83485,0.67521,-0.13912,2,-55.5,5.9841,921.25,2
223,116.5,0.83485,0.67521,-0.13912,2,-55.5,6.2709,920.75,2
224,118.0,0.88175,0.66373,-0.082102,2,-57.0,0.75625,925.75,2
225,120.5,0.88175,0.64076,-0.093505,2,-57.5,0.7041,925.75,2
226,126.5,0.84658,0.66373,-0.12771,2,-55.0,6.1375,920.75,2
227,127.0,0.84658,0.66373,-0.12771,2,-56.0,5.6481,921.75,2
228,128.5,1.0928,0.5489,-0.013684,2,-57.5,0.73631,925.25,2
229,130.25,0.83485,0.66373,-0.12771,2,-58.0,0.60899,925.75,2
230,131.25,1.0928,0.56038,-0.013684,2,-56.0,6.0562,920.75,2
231,132.75,0.78795,0.67521,-0.15052,2,-56.0,1.353,923.75,2
232,133.0,0.78795,0.67521,-0.15052,2,-55.5,4.9977,922.75,2
233,135.0,0.8583,0.65224,-0.10491,2,-57.5,0.46019,925.75,2
234,136.25,0.8583,0.66373,-0.10491,2,-57.0,4.3212,924.25,2
235,137.25,0.8583,0.66373,-0.10491,2,-57.0,1.0017,924.75,2
236,138.25,0.89348,0.62928,-0.093505,2,-55.0,5.7754,921.25,2
237,139.0,0.89348,0.62928,-0.093505,2,-55.5,0.03835,920.25,2
238,140.0,0.88175,0.64076,-0.093505,2,-58.0,0.53996,925.75,2
239,140.5,0.88175,0.64076,-0.093505,2,-56.0,1.9282,922.75,2
240,140.75,0.88175,0.64076,-0.093505,2,-58.0,0.76085,925.25,2
241,141.25,0.88175,0.64076,-0.093505,2,-57.0,1.1689,924.25,2
242,142.0,0.88175,0.64076,-0.093505,2,-57.5,0.90198,924.75,2
243,142.25,0.88175,0.64076,-0.093505,2,-58.0,0.4694,925.75,2
244,142.75,0.88175,0.64076,-0.093505,2,-56.0,4.9594,922.75,2
245,143.0,0.88175,0.64076,-0.093505,2,-56.0,5.7693,921.25,2
246,143.5,0.88175,0.64076,-0.093505,2,-57.0,1.172,924.25,2
247,145.0,0.8583,0.62928,-0.10491,2,-58.0,0.48627,925.75,2
248,146.0,0.9052,0.62928,-0.093505,2,-57.0,4.22,924.25,2
249,146.75,0.9052,0.62928,-0.093505,2,-57.5,0.90505,924.75,2
250,148.0,0.96383,0.60631,-0.047893,2,-58.0,0.69489,925.25,2
251,148.5,0.96383,0.60631,-0.047893,2,-56.5,1.1275,924.25,2
252,149.75,0.88175,0.64076,-0.082102,2,-56.5,1.3637,923.75,2
253,150.5,0.88175,0.64076,-0.082102,2,-58.0,0.7133,925.25,2
254,151.0,0.88175,0.64076,-0.082102,2,-56.5,0.03835,920.25,2
255,152.5,1.1163,0.5489,-0.013684,2,-56.0,4.9379,922.75,2
256,153.0,1.1163,0.5489,-0.013684,2,-58.0,0.65961,925.25,2
257,153.5,1.1163,0.5489,-0.013684,2,-56.5,0.0061359,920.25,2
258,155.28,0.84658,0.65224,-0.10491,2,-58.0,0.69489,925.25,2
259,156.0,0.84658,0.65224,-0.10491,2,-56.5,0.021476,920.25,2
260,157.25,0.88175,0.64076,-0.070699,2,-56.5,4.5329,923.75,2
261,157.5,0.88175,0.64076,-0.070699,2,-56.5,5.8307,921.25,2
262,158.0,0.88175,0.64076,-0.070699,2,-56.5,6.0914,920.75,2
263,158.75,0.88175,0.64076,-0.070699,2,-55.5,5.4809,921.75,2
264,159.75,0.87003,0.64076,-0.10491,2,-57.0,1.3192,923.75,2
265,160.5,0.87003,0.64076,-0.10491,2,-56.0,6.0331,920.75,2
266,162.25,0.87003,0.65224,-0.10491,2,-56.5,1.8776,922.75,2
267,163.0,0.87003,0.65224,-0.10491,2,-57.5,1.1198,924.25,2
268,163.5,0.87003,0.65224,-0.10491,2,-56.0,5.6052,921.75,2
269,164.0,0.87003,0.65224,-0.10491,2,-56.0,5.326,922.25,2
270,164.5,0.87003,0.65224,-0.10491,2,-56.0,5.0054,922.75,2
271,165.75,0.89348,0.62928,-0.093505,2,-56.5,6.2786,920.25,2
272,166.25,0.89348,0.62928,-0.093505,2,-56.0,4.6955,923.25,2
273,166.5,0.89348,0.62928,-0.093505,2,-56.0,5.1895,922.25,2
274,168.0,0.88175,0.64076,-0.093505,2,-57.0,1.1321,924.25,2
275,168.5,0.88175,0.64076,-0.093505,2,-56.5,1.5769,923.25,2
276,169.0,0.88175,0.64076,-0.093505,2,-56.0,5.191,922.25,2
277,169.5,0.88175,0.64076,-0.093505,2,-56.5,4.4225,923.75,2
278,178.75,0.88175,0.62928,-0.10491,2,-57.0,0.15033,925.75,2
279,184.5,0.82312,0.68669,-0.13912,2,-56.5,0.33748,925.25,2
280,186.0,0.87003,0.64076,-0.11631,2,-54.0,4.9256,922.25,2
281,193.0,0.84658,0.66373,-0.13912,2,-56.5,0.474,924.75,2
282,194.5,0.77622,0.66373,0.020525,2,-55.0,5.6159,924.25,4
283,196.25,0.096148,0.93932,-0.16192,2,-57.0,6.1543,923.75,4
284,198.25,0.096148,0.93932,-0.16192,1,-66.5,0.51695,922.25,4
285,199.5,-0.51357,0.98526,-0.25315,4,-59.0,0.72864,924.25,1
286,199.75,-0.51357,0.98526,-0.25315,4,-60.5,5.6834,920.25,1
287,200.25,-0.51357,0.98526,-0.25315,3,-57.0,0.18715,923.25,1
288,200.33,-0.51357,0.98526,-0.25315,3,-58.0,1.6045,924.75,1
289,200.75,0.92865,0.26182,-0.13912,3,-52.0,5.5776,925.75,3
290,201.0,1.2335,-0.15158,-0.12771,1,-61.5,5.8537,923.75,3
291,201.53,1.0928,-0.25493,-0.03649,1,-58.5,4.5605,921.25,3
292,202.25,1.2101,-0.31234,0.077541,1,-60.5,5.507,920.25,3
293,203.25,1.2687,-0.32383,0.043332,1,-67.0,0.3252,925.75,3
294,204.25,1.0928,-0.28938,-0.059296,1,-60.5,4.9962,920.75,3
295,205.25,1.2687,-0.36976,0.0091224,1,-64.5,4.3442,924.75,3
296,206.0,1.2921,-0.38124,0.020525,1,-61.5,6.1804,922.75,3
297,206.25,1.2921,-0.38124,0.020525,1,-60.5,4.5268,921.25,3
298,208.0,1.0694,-0.26641,-0.082102,1,-61.0,0.38503,922.25,3
299,208.75,1.0928,-0.26641,-0.082102,1,-60.0,4.5636,921.25,3
300,209.0,1.0928,-0.26641,-0.082102,1,-66.0,0.76392,925.25,3
301,210.0,1.128,-0.28938,-0.059296,1,-62.0,2.5679,923.25,3
302,211.75,0.91693,-0.18603,-0.12771,3,-49.0,6.0945,924.25,3
303,211.85,0.91693,-0.18603,-0.12771,3,-49.0,6.0654,924.25,3
304,212.25,0.9521,-0.18603,-0.12771,3,-48.5,1.4174,921.75,3
305,212.35,1.2687,-0.33531,0.020525,3,-48.5,0.18868,923.25,3
306,212.5,1.0107,-0.23196,-0.10491,1,-65.5,0.11045,923.25,3
307,212.75,1.0107,-0.23196,-0.10491,1,-68.5,1.7303,924.75,3
308,213.0,0.88175,-0.18603,-0.13912,3,-50.0,4.9225,925.75,3
309,213.08,0.88175,-0.18603,-0.13912,3,-50.0,4.9103,925.75,3
310,213.25,0.91693,-0.19751,-0.12771,3,-49.5,6.2234,923.75,3
311,213.5,0.99901,-0.22048,-0.11631,1,-66.5,0.71023,922.75,3
312,213.75,0.99901,-0.22048,-0.11631,1,-66.5,5.3689,921.25,3
313,213.83,0.99901,-0.22048,-0.11631,3,-51.0,5.6205,925.25,3
314,214.25,1.1397,-0.28938,-0.013684,3,-50.0,6.2586,924.25,3
315,214.75,0.91693,-0.18603,-0.13912,1,-66.0,6.0592,923.25,3
316,215.0,0.91693,-0.18603,-0.13912,1,-65.0,1.1305,924.75,3
317,215.25,0.91693,-0.18603,-0.13912,1,-65.5,0.38196,922.25,3
318,215.75,1.1632,-0.30086,-0.03649,3,-48.5,6.2663,923.75,3
319,217.25,0.91693,-0.19751,-0.12771,3,-48.5,6.274,923.25,3
320,217.5,1.1514,-0.27789,-0.025087,3,-48.5,5.1496,924.75,3
321,217.75,1.0107,-0.19751,-0.093505,3,-49.5,4.4976,925.75,3
322,218.0,0.88175,-0.18603,-0.13912,3,-48.5,5.8552,923.75,3
323,218.75,0.96383,-0.19751,-0.11631,3,-49.0,4.7891,925.25,3
324,220.0,0.9052,-0.19751,-0.12771,3,-49.0,5.1542,924.75,3
325,220.25,1.0225,-0.20899,-0.10491,3,-49.5,4.5237,925.75,3
326,221.0,1.0342,-0.19751,-0.093505,3,-49.5,4.9256,925.25,3
327,222.75,0.92865,-0.18603,-0.10491,3,-50.0,4.5437,925.75,3
328,224.25,1.1163,-0.26641,-0.03649,3,-49.5,1.1643,921.75,3
329,224.5,0.94038,-0.19751,-0.11631,3,-49.0,6.277,923.25,3
330,225.0,0.91693,-0.18603,-0.11631,3,-49.5,4.5789,925.75,3
331,225.25,0.92865,-0.19751,-0.11631,3,-49.0,5.912,923.75,3
332,225.5,1.1045,-0.27789,-0.047893,3,-49.0,0.43565,922.75,3
333,225.75,1.0694,-0.23196,-0.082102,3,-50.0,1.5018,921.25,3
334,226.5,0.91693,-0.19751,-0.12771,3,-49.5,5.5361,924.25,3
335,227.75,1.0459,-0.24344,-0.082102,3,-50.0,4.5697,925.75,3
336,227.85,1.0459,-0.24344,-0.082102,3,-50.0,4.5667,925.75,3
337,228.5,1.1163,-0.26641,-0.025087,3,-50.0,4.9394,925.25,3
338,228.58,1.1163,-0.26641,-0.025087,3,-49.5,4.9824,925.25,3
339,229.0,0.96383,-0.19751,-0.11631,3,-52.0,5.3827,920.25,3
340,230.0,1.1045,-0.26641,-0.03649,3,-50.0,4.582,925.75,3
341,230.5,0.92865,-0.19751,-0.11631,3,-49.5,0.44792,922.75,3
342,231.25,0.91693,-0.19751,-0.11631,3,-49.5,5.5668,924.25,3
